,Condition,List,GenderRating,Name,Prompt,Male,Female,Other,Likeable,Accomplished,Important,SubjID,SubjGenderMale
6894,full,2B,4.34,Riley Campbell,sports,1,0,0,2,1,4,Exp4_P906,1
6895,full,2B,2.41,Tommie Hill,meals,1,0,0,3,3,1,Exp4_P906,1
6896,full,3C,6.24,Ashley Green,album,1,0,0,5,4,6,Exp4_P860,1
6897,full,3C,2.61,Emerson Baker,animals,0,1,0,6,5,7,Exp4_P860,1
6898,full,3C,6.82,Emily Brooks,politics,1,0,0,5,4,6,Exp4_P860,1
6899,full,3C,5.34,Jackie Walker,book,1,0,0,6,7,5,Exp4_P860,1
6900,full,3C,1.28,James White,sports,1,0,0,5,4,6,Exp4_P860,1
6901,full,3C,4.39,Jessie Turner,science,1,0,0,5,4,5,Exp4_P860,1
6902,full,3C,3.87,Reese Campbell,meals,0,1,0,6,5,6,Exp4_P860,1
6903,full,1B,5.22,Blair Campbell,politics,1,0,0,1,1,1,Exp4_P1236,0
6904,full,1B,1.24,Brian Walker,sports,1,0,0,2,1,1,Exp4_P1236,0
6905,full,1B,5.86,Elisha Collins,album,1,0,0,2,1,2,Exp4_P1236,0
6906,full,1B,3.75,Quinn Young,book,1,0,0,1,2,3,Exp4_P1236,0
6907,full,1B,6.78,Rebecca Bell,animals,0,1,0,1,4,3,Exp4_P1236,0
6908,full,1B,4.34,Riley Hill,meals,1,0,0,1,2,1,Exp4_P1236,0
6909,full,1B,2.41,Tommie Brown,science,0,1,0,3,1,3,Exp4_P1236,0
6910,full,3C,6.24,Ashley Green,album,0,1,0,2,1,2,Exp4_P1021,1
6911,full,3C,2.61,Emerson Baker,animals,1,0,0,2,2,3,Exp4_P1021,1
6912,full,3C,6.82,Emily Brooks,politics,0,1,0,1,3,2,Exp4_P1021,1
6913,full,3C,5.34,Jackie Walker,book,0,1,0,3,6,6,Exp4_P1021,1
6914,full,3C,1.28,James White,sports,1,0,0,4,1,3,Exp4_P1021,1
6915,full,3C,4.39,Jessie Turner,science,0,1,0,4,4,3,Exp4_P1021,1
6916,full,3C,3.87,Reese Campbell,meals,0,1,0,4,6,4,Exp4_P1021,1
6917,full,3C,6.24,Ashley Green,album,0,1,0,1,1,3,Exp4_P1040,0
6918,full,3C,2.61,Emerson Baker,animals,1,0,0,2,2,1,Exp4_P1040,0
6919,full,3C,6.82,Emily Brooks,politics,0,1,0,2,4,3,Exp4_P1040,0
6920,full,3C,5.34,Jackie Walker,book,0,1,0,2,1,3,Exp4_P1040,0
6921,full,3C,1.28,James White,sports,1,0,0,4,3,4,Exp4_P1040,0
6922,full,3C,4.39,Jessie Turner,science,1,0,0,2,1,2,Exp4_P1040,0
6923,full,3C,3.87,Reese Campbell,meals,0,1,0,1,1,1,Exp4_P1040,0
6924,full,2B,5.22,Blair Young,animals,0,1,0,3,3,3,Exp4_P979,1
6925,full,2B,1.24,Brian Wright,science,1,0,0,2,3,2,Exp4_P979,1
6926,full,2B,5.86,Elisha Bell,book,0,1,0,5,4,4,Exp4_P979,1
6927,full,2B,3.75,Quinn Brooks,politics,1,0,0,3,5,5,Exp4_P979,1
6928,full,2B,6.78,Rebecca King,album,0,1,0,5,5,4,Exp4_P979,1
6929,full,2B,4.34,Riley Campbell,sports,1,0,0,3,4,6,Exp4_P979,1
6930,full,2B,2.41,Tommie Hill,meals,1,0,0,3,3,2,Exp4_P979,1
6931,full,2B,5.22,Blair Young,animals,0,1,0,2,2,2,Exp4_P936,NA
6932,full,2B,1.24,Brian Wright,science,1,0,0,4,1,3,Exp4_P936,NA
6933,full,2B,5.86,Elisha Bell,book,0,1,0,3,2,4,Exp4_P936,NA
6934,full,2B,3.75,Quinn Brooks,politics,1,0,0,4,3,3,Exp4_P936,NA
6935,full,2B,6.78,Rebecca King,album,0,1,0,4,1,5,Exp4_P936,NA
6936,full,2B,4.34,Riley Campbell,sports,0,1,0,3,1,5,Exp4_P936,NA
6937,full,2B,2.41,Tommie Hill,meals,1,0,0,3,2,2,Exp4_P936,NA
6938,full,3A,2.12,Chris Young,politics,1,0,0,5,2,2,Exp4_P1159,1
6939,full,3A,5.59,Jodie Cooper,sports,0,1,0,2,1,3,Exp4_P1159,1
6940,full,3A,4.73,Kerry Bell,animals,0,1,0,2,2,2,Exp4_P1159,1
6941,full,3A,6.73,Mary Collins,album,0,1,0,4,3,4,Exp4_P1159,1
6942,full,3A,1.21,Matthew Brown,science,1,0,0,4,3,2,Exp4_P1159,1
6943,full,3A,3.61,Stevie Ward,meals,1,0,0,2,2,2,Exp4_P1159,1
6944,full,3A,4.22,Taylor Miller,book,0,1,0,4,3,3,Exp4_P1159,1
6945,full,1B,5.22,Blair Campbell,politics,0,1,0,2,2,2,Exp4_P1227,0
6946,full,1B,1.24,Brian Walker,sports,1,0,0,2,1,3,Exp4_P1227,0
6947,full,1B,5.86,Elisha Collins,album,0,1,0,2,2,3,Exp4_P1227,0
6948,full,1B,3.75,Quinn Young,book,1,0,0,2,2,3,Exp4_P1227,0
6949,full,1B,6.78,Rebecca Bell,animals,0,1,0,2,2,2,Exp4_P1227,0
6950,full,1B,4.34,Riley Hill,meals,0,1,0,2,2,2,Exp4_P1227,0
6951,full,1B,2.41,Tommie Brown,science,1,0,0,2,2,3,Exp4_P1227,0
6952,full,3A,2.12,Chris Young,politics,1,0,0,3,2,3,Exp4_P1205,0
6953,full,3A,5.59,Jodie Cooper,sports,0,1,0,2,1,3,Exp4_P1205,0
6954,full,3A,4.73,Kerry Bell,animals,0,1,0,1,1,1,Exp4_P1205,0
6955,full,3A,6.73,Mary Collins,album,0,1,0,2,1,3,Exp4_P1205,0
6956,full,3A,1.21,Matthew Brown,science,1,0,0,4,1,2,Exp4_P1205,0
6957,full,3A,3.61,Stevie Ward,meals,1,0,0,2,3,2,Exp4_P1205,0
6958,full,3A,4.22,Taylor Miller,book,0,1,0,3,2,4,Exp4_P1205,0
6959,full,3B,5.22,Blair Hill,book,0,1,0,2,2,3,Exp4_P1231,1
6960,full,3B,1.24,Brian King,animals,1,0,0,1,3,2,Exp4_P1231,1
6961,full,3B,5.86,Elisha Moore,politics,0,1,0,3,5,4,Exp4_P1231,1
6962,full,3B,3.75,Quinn Parker,sports,1,0,0,2,1,4,Exp4_P1231,1
6963,full,3B,6.78,Rebecca Wright,meals,0,1,0,1,3,1,Exp4_P1231,1
6964,full,3B,4.34,Riley Cook,science,1,0,0,6,3,4,Exp4_P1231,1
6965,full,3B,2.41,Tommie Smith,album,1,0,0,3,2,4,Exp4_P1231,1
6966,full,2C,6.24,Ashley Walker,science,0,1,0,3,2,3,Exp4_P1014,0
6967,full,2C,2.61,Emerson Green,sports,1,0,0,3,1,3,Exp4_P1014,0
6968,full,2C,6.82,Emily Baker,animals,0,1,0,2,1,1,Exp4_P1014,0
6969,full,2C,5.34,Jackie White,meals,0,1,0,1,1,1,Exp4_P1014,0
6970,full,2C,1.28,James Miller,politics,0,1,0,1,1,1,Exp4_P1014,0
6971,full,2C,4.39,Jessie Cook,book,0,1,0,1,1,1,Exp4_P1014,0
6972,full,2C,3.87,Reese Parker,album,1,0,0,1,2,3,Exp4_P1014,0
6973,full,3A,2.12,Chris Young,politics,1,0,0,6,6,5,Exp4_P988,1
6974,full,3A,5.59,Jodie Cooper,sports,1,0,0,3,1,5,Exp4_P988,1
6975,full,3A,4.73,Kerry Bell,animals,0,1,0,1,4,3,Exp4_P988,1
6976,full,3A,6.73,Mary Collins,album,0,1,0,5,4,6,Exp4_P988,1
6977,full,3A,1.21,Matthew Brown,science,1,0,0,6,3,3,Exp4_P988,1
6978,full,3A,3.61,Stevie Ward,meals,1,0,0,1,5,3,Exp4_P988,1
6979,full,3A,4.22,Taylor Miller,book,1,0,0,4,5,7,Exp4_P988,1
6980,full,2C,6.24,Ashley Walker,science,0,0,1,2,2,2,Exp4_P923,0
6981,full,2C,2.61,Emerson Green,sports,0,0,1,3,2,4,Exp4_P923,0
6982,full,2C,6.82,Emily Baker,animals,0,0,1,2,4,4,Exp4_P923,0
6983,full,2C,5.34,Jackie White,meals,0,0,1,2,3,4,Exp4_P923,0
6984,full,2C,1.28,James Miller,politics,0,0,1,4,4,4,Exp4_P923,0
6985,full,2C,4.39,Jessie Cook,book,0,0,1,4,3,4,Exp4_P923,0
6986,full,2C,3.87,Reese Parker,album,0,0,1,4,3,4,Exp4_P923,0
6987,full,2C,6.24,Ashley Walker,science,0,1,0,2,1,2,Exp4_P1019,0
6988,full,2C,2.61,Emerson Green,sports,1,0,0,1,1,3,Exp4_P1019,0
6989,full,2C,6.82,Emily Baker,animals,0,1,0,1,2,2,Exp4_P1019,0
6990,full,2C,5.34,Jackie White,meals,0,1,0,1,2,2,Exp4_P1019,0
6991,full,2C,1.28,James Miller,politics,1,0,0,4,4,4,Exp4_P1019,0
6992,full,2C,4.39,Jessie Cook,book,1,0,0,4,2,4,Exp4_P1019,0
6993,full,2C,3.87,Reese Parker,album,1,0,0,4,1,4,Exp4_P1019,0
6994,full,2C,6.24,Ashley Walker,science,0,1,0,5,3,4,Exp4_P1067,1
6995,full,2C,2.61,Emerson Green,sports,1,0,0,3,6,3,Exp4_P1067,1
6996,full,2C,6.82,Emily Baker,animals,0,1,0,3,3,4,Exp4_P1067,1
6997,full,2C,5.34,Jackie White,meals,1,0,0,5,3,4,Exp4_P1067,1
6998,full,2C,1.28,James Miller,politics,1,0,0,3,3,3,Exp4_P1067,1
6999,full,2C,4.39,Jessie Cook,book,0,1,0,3,3,2,Exp4_P1067,1
7000,full,2C,3.87,Reese Parker,album,1,0,0,5,5,5,Exp4_P1067,1
7001,full,3B,5.22,Blair Hill,book,0,1,0,2,3,3,Exp4_P1162,0
7002,full,3B,1.24,Brian King,animals,1,0,0,1,1,1,Exp4_P1162,0
7003,full,3B,5.86,Elisha Moore,politics,0,1,0,3,2,2,Exp4_P1162,0
7004,full,3B,3.75,Quinn Parker,sports,1,0,0,2,1,1,Exp4_P1162,0
7005,full,3B,6.78,Rebecca Wright,meals,0,1,0,1,1,1,Exp4_P1162,0
7006,full,3B,4.34,Riley Cook,science,0,1,0,1,1,1,Exp4_P1162,0
7007,full,3B,2.41,Tommie Smith,album,0,1,0,3,4,4,Exp4_P1162,0
7008,full,3A,2.12,Chris Young,politics,1,0,0,2,3,2,Exp4_P1089,0
7009,full,3A,5.59,Jodie Cooper,sports,0,1,0,2,1,2,Exp4_P1089,0
7010,full,3A,4.73,Kerry Bell,animals,0,1,0,2,2,2,Exp4_P1089,0
7011,full,3A,6.73,Mary Collins,album,0,1,0,2,2,2,Exp4_P1089,0
7012,full,3A,1.21,Matthew Brown,science,1,0,0,2,2,2,Exp4_P1089,0
7013,full,3A,3.61,Stevie Ward,meals,1,0,0,1,1,1,Exp4_P1089,0
7014,full,3A,4.22,Taylor Miller,book,0,1,0,1,2,2,Exp4_P1089,0
7015,full,3B,5.22,Blair Hill,book,0,0,1,3,2,3,Exp4_P851,0
7016,full,3B,1.24,Brian King,animals,1,0,0,2,2,3,Exp4_P851,0
7017,full,3B,5.86,Elisha Moore,politics,0,1,0,4,3,3,Exp4_P851,0
7018,full,3B,3.75,Quinn Parker,sports,0,1,0,3,1,3,Exp4_P851,0
7019,full,3B,6.78,Rebecca Wright,meals,0,1,0,1,2,3,Exp4_P851,0
7020,full,3B,4.34,Riley Cook,science,0,0,1,3,2,2,Exp4_P851,0
7021,full,3B,2.41,Tommie Smith,album,1,0,0,4,2,3,Exp4_P851,0
7022,full,1B,5.22,Blair Campbell,politics,1,0,0,4,5,7,Exp4_P881,1
7023,full,1B,1.24,Brian Walker,sports,1,0,0,6,1,3,Exp4_P881,1
7024,full,1B,5.86,Elisha Collins,album,0,1,0,5,5,3,Exp4_P881,1
7025,full,1B,3.75,Quinn Young,book,1,0,0,5,3,3,Exp4_P881,1
7026,full,1B,6.78,Rebecca Bell,animals,0,1,0,3,4,3,Exp4_P881,1
7027,full,1B,4.34,Riley Hill,meals,1,0,0,1,1,1,Exp4_P881,1
7028,full,1B,2.41,Tommie Brown,science,1,0,0,3,3,3,Exp4_P881,1
7029,full,2A,2.12,Chris Collins,meals,1,0,0,5,4,5,Exp4_P1091,1
7030,full,2A,5.59,Jodie Ward,animals,0,1,0,2,3,2,Exp4_P1091,1
7031,full,2A,4.73,Kerry Moore,book,0,1,0,4,3,4,Exp4_P1091,1
7032,full,2A,6.73,Mary Brown,politics,0,1,0,3,3,3,Exp4_P1091,1
7033,full,2A,1.21,Matthew Turner,album,1,0,0,4,4,3,Exp4_P1091,1
7034,full,2A,3.61,Stevie Cooper,science,0,1,0,3,3,2,Exp4_P1091,1
7035,full,2A,4.22,Taylor Smith,sports,0,1,0,3,2,4,Exp4_P1091,1
7036,full,1B,5.22,Blair Campbell,politics,1,0,0,2,2,2,Exp4_P1102,0
7037,full,1B,1.24,Brian Walker,sports,1,0,0,2,3,1,Exp4_P1102,0
7038,full,1B,5.86,Elisha Collins,album,1,0,0,3,2,2,Exp4_P1102,0
7039,full,1B,3.75,Quinn Young,book,0,1,0,3,2,2,Exp4_P1102,0
7040,full,1B,6.78,Rebecca Bell,animals,1,0,0,5,3,3,Exp4_P1102,0
7041,full,1B,4.34,Riley Hill,meals,0,1,0,1,2,1,Exp4_P1102,0
7042,full,1B,2.41,Tommie Brown,science,1,0,0,2,2,3,Exp4_P1102,0
7043,full,1A,2.12,Chris Miller,science,1,0,0,2,1,2,Exp4_P1238,1
7044,full,1A,5.59,Jodie Parker,book,0,1,0,1,2,3,Exp4_P1238,1
7045,full,1A,4.73,Kerry Baker,album,0,1,0,2,1,2,Exp4_P1238,1
7046,full,1A,6.73,Mary Cooper,sports,0,1,0,1,2,4,Exp4_P1238,1
7047,full,1A,1.21,Matthew Smith,animals,1,0,0,1,2,2,Exp4_P1238,1
7048,full,1A,3.61,Stevie White,politics,1,0,0,3,3,4,Exp4_P1238,1
7049,full,1A,4.22,Taylor Wright,meals,0,1,0,1,2,1,Exp4_P1238,1
7050,full,2A,2.12,Chris Collins,meals,1,0,0,1,1,2,Exp4_P1172,0
7051,full,2A,5.59,Jodie Ward,animals,0,1,0,1,2,1,Exp4_P1172,0
7052,full,2A,4.73,Kerry Moore,book,0,1,0,1,2,3,Exp4_P1172,0
7053,full,2A,6.73,Mary Brown,politics,0,1,0,1,3,2,Exp4_P1172,0
7054,full,2A,1.21,Matthew Turner,album,0,1,0,3,3,3,Exp4_P1172,0
7055,full,2A,3.61,Stevie Cooper,science,1,0,0,2,1,1,Exp4_P1172,0
7056,full,2A,4.22,Taylor Smith,sports,0,1,0,3,2,3,Exp4_P1172,0
7057,full,3A,2.12,Chris Young,politics,1,0,0,3,5,3,Exp4_P930,0
7058,full,3A,5.59,Jodie Cooper,sports,0,1,0,3,2,2,Exp4_P930,0
7059,full,3A,4.73,Kerry Bell,animals,0,1,0,1,2,1,Exp4_P930,0
7060,full,3A,6.73,Mary Collins,album,0,1,0,4,1,4,Exp4_P930,0
7061,full,3A,1.21,Matthew Brown,science,1,0,0,4,2,2,Exp4_P930,0
7062,full,3A,3.61,Stevie Ward,meals,1,0,0,1,3,1,Exp4_P930,0
7063,full,3A,4.22,Taylor Miller,book,0,1,0,3,1,4,Exp4_P930,0
7064,full,1A,2.12,Chris Miller,science,0,1,0,2,1,2,Exp4_P1187,0
7065,full,1A,5.59,Jodie Parker,book,0,1,0,2,3,2,Exp4_P1187,0
7066,full,1A,4.73,Kerry Baker,album,0,1,0,2,1,3,Exp4_P1187,0
7067,full,1A,6.73,Mary Cooper,sports,0,1,0,3,1,3,Exp4_P1187,0
7068,full,1A,1.21,Matthew Smith,animals,1,0,0,2,3,3,Exp4_P1187,0
7069,full,1A,3.61,Stevie White,politics,1,0,0,3,2,2,Exp4_P1187,0
7070,full,1A,4.22,Taylor Wright,meals,0,1,0,2,4,3,Exp4_P1187,0
7071,full,2A,2.12,Chris Collins,meals,1,0,0,1,1,1,Exp4_P939,0
7072,full,2A,5.59,Jodie Ward,animals,0,1,0,1,1,1,Exp4_P939,0
7073,full,2A,4.73,Kerry Moore,book,0,1,0,1,1,1,Exp4_P939,0
7074,full,2A,6.73,Mary Brown,politics,0,1,0,1,1,1,Exp4_P939,0
7075,full,2A,1.21,Matthew Turner,album,1,0,0,4,1,3,Exp4_P939,0
7076,full,2A,3.61,Stevie Cooper,science,1,0,0,4,1,1,Exp4_P939,0
7077,full,2A,4.22,Taylor Smith,sports,1,0,0,4,1,3,Exp4_P939,0
7078,full,2B,5.22,Blair Young,animals,0,1,0,1,1,1,Exp4_P973,0
7079,full,2B,1.24,Brian Wright,science,1,0,0,2,2,3,Exp4_P973,0
7080,full,2B,5.86,Elisha Bell,book,0,1,0,2,1,3,Exp4_P973,0
7081,full,2B,3.75,Quinn Brooks,politics,1,0,0,3,3,3,Exp4_P973,0
7082,full,2B,6.78,Rebecca King,album,0,1,0,2,2,3,Exp4_P973,0
7083,full,2B,4.34,Riley Campbell,sports,1,0,0,3,3,5,Exp4_P973,0
7084,full,2B,2.41,Tommie Hill,meals,0,1,0,1,3,2,Exp4_P973,0
7085,full,2A,2.12,Chris Collins,meals,1,0,0,2,2,2,Exp4_P1160,0
7086,full,2A,5.59,Jodie Ward,animals,0,1,0,2,2,1,Exp4_P1160,0
7087,full,2A,4.73,Kerry Moore,book,1,0,0,4,2,4,Exp4_P1160,0
7088,full,2A,6.73,Mary Brown,politics,0,1,0,3,3,3,Exp4_P1160,0
7089,full,2A,1.21,Matthew Turner,album,1,0,0,4,2,4,Exp4_P1160,0
7090,full,2A,3.61,Stevie Cooper,science,1,0,0,4,2,3,Exp4_P1160,0
7091,full,2A,4.22,Taylor Smith,sports,1,0,0,4,2,5,Exp4_P1160,0
7092,full,2A,2.12,Chris Collins,meals,1,0,0,2,2,2,Exp4_P977,1
7093,full,2A,5.59,Jodie Ward,animals,0,1,0,3,2,3,Exp4_P977,1
7094,full,2A,4.73,Kerry Moore,book,1,0,0,3,2,3,Exp4_P977,1
7095,full,2A,6.73,Mary Brown,politics,1,0,0,3,2,3,Exp4_P977,1
7096,full,2A,1.21,Matthew Turner,album,0,1,0,3,3,3,Exp4_P977,1
7097,full,2A,3.61,Stevie Cooper,science,1,0,0,3,4,4,Exp4_P977,1
7098,full,2A,4.22,Taylor Smith,sports,1,0,0,4,3,3,Exp4_P977,1
7099,full,1C,6.24,Ashley Cook,book,0,1,0,1,2,1,Exp4_P888,0
7100,full,1C,2.61,Emerson Moore,meals,1,0,0,1,3,1,Exp4_P888,0
7101,full,1C,6.82,Emily Ward,album,0,1,0,1,1,1,Exp4_P888,0
7102,full,1C,5.34,Jackie Turner,animals,0,1,0,1,3,1,Exp4_P888,0
7103,full,1C,1.28,James Green,science,1,0,0,3,1,2,Exp4_P888,0
7104,full,1C,4.39,Jessie Brooks,sports,0,1,0,2,1,1,Exp4_P888,0
7105,full,1C,3.87,Reese King,politics,1,0,0,2,2,1,Exp4_P888,0
7106,full,2A,2.12,Chris Collins,meals,1,0,0,1,1,1,Exp4_P1107,0
7107,full,2A,5.59,Jodie Ward,animals,0,1,0,2,1,2,Exp4_P1107,0
7108,full,2A,4.73,Kerry Moore,book,0,1,0,1,1,1,Exp4_P1107,0
7109,full,2A,6.73,Mary Brown,politics,0,1,0,2,1,2,Exp4_P1107,0
7110,full,2A,1.21,Matthew Turner,album,1,0,0,4,1,3,Exp4_P1107,0
7111,full,2A,3.61,Stevie Cooper,science,1,0,0,2,1,2,Exp4_P1107,0
7112,full,2A,4.22,Taylor Smith,sports,0,1,0,1,1,4,Exp4_P1107,0
7113,full,3A,2.12,Chris Young,politics,1,0,0,1,2,2,Exp4_P863,1
7114,full,3A,5.59,Jodie Cooper,sports,0,1,0,2,1,2,Exp4_P863,1
7115,full,3A,4.73,Kerry Bell,animals,0,1,0,2,2,2,Exp4_P863,1
7116,full,3A,6.73,Mary Collins,album,0,1,0,1,2,3,Exp4_P863,1
7117,full,3A,1.21,Matthew Brown,science,1,0,0,2,1,1,Exp4_P863,1
7118,full,3A,3.61,Stevie Ward,meals,1,0,0,1,2,1,Exp4_P863,1
7119,full,3A,4.22,Taylor Miller,book,0,1,0,2,3,3,Exp4_P863,1
7120,full,3B,5.22,Blair Hill,book,0,1,0,2,5,5,Exp4_P1184,0
7121,full,3B,1.24,Brian King,animals,0,1,0,2,3,2,Exp4_P1184,0
7122,full,3B,5.86,Elisha Moore,politics,0,1,0,2,2,2,Exp4_P1184,0
7123,full,3B,3.75,Quinn Parker,sports,0,1,0,4,3,3,Exp4_P1184,0
7124,full,3B,6.78,Rebecca Wright,meals,1,0,0,2,2,1,Exp4_P1184,0
7125,full,3B,4.34,Riley Cook,science,1,0,0,3,2,2,Exp4_P1184,0
7126,full,3B,2.41,Tommie Smith,album,1,0,0,2,2,3,Exp4_P1184,0
7127,full,1C,6.24,Ashley Cook,book,0,1,0,2,1,2,Exp4_P976,0
7128,full,1C,2.61,Emerson Moore,meals,1,0,0,1,1,1,Exp4_P976,0
7129,full,1C,6.82,Emily Ward,album,0,1,0,1,1,2,Exp4_P976,0
7130,full,1C,5.34,Jackie Turner,animals,0,1,0,1,1,1,Exp4_P976,0
7131,full,1C,1.28,James Green,science,1,0,0,1,1,1,Exp4_P976,0
7132,full,1C,4.39,Jessie Brooks,sports,1,0,0,1,1,3,Exp4_P976,0
7133,full,1C,3.87,Reese King,politics,1,0,0,1,2,1,Exp4_P976,0
7134,full,1C,6.24,Ashley Cook,book,0,1,0,2,2,4,Exp4_P1012,1
7135,full,1C,2.61,Emerson Moore,meals,0,1,0,1,2,3,Exp4_P1012,1
7136,full,1C,6.82,Emily Ward,album,0,1,0,3,1,2,Exp4_P1012,1
7137,full,1C,5.34,Jackie Turner,animals,1,0,0,1,2,3,Exp4_P1012,1
7138,full,1C,1.28,James Green,science,0,1,0,3,2,2,Exp4_P1012,1
7139,full,1C,4.39,Jessie Brooks,sports,1,0,0,3,2,3,Exp4_P1012,1
7140,full,1C,3.87,Reese King,politics,1,0,0,2,2,3,Exp4_P1012,1
7141,full,1B,5.22,Blair Campbell,politics,0,1,0,2,3,3,Exp4_P1240,1
7142,full,1B,1.24,Brian Walker,sports,1,0,0,3,2,3,Exp4_P1240,1
7143,full,1B,5.86,Elisha Collins,album,0,1,0,2,2,3,Exp4_P1240,1
7144,full,1B,3.75,Quinn Young,book,0,1,0,2,2,3,Exp4_P1240,1
7145,full,1B,6.78,Rebecca Bell,animals,0,1,0,3,3,5,Exp4_P1240,1
7146,full,1B,4.34,Riley Hill,meals,1,0,0,2,3,3,Exp4_P1240,1
7147,full,1B,2.41,Tommie Brown,science,0,0,1,2,3,2,Exp4_P1240,1
7148,full,1C,6.24,Ashley Cook,book,1,0,0,3,2,4,Exp4_P962,0
7149,full,1C,2.61,Emerson Moore,meals,1,0,0,1,1,1,Exp4_P962,0
7150,full,1C,6.82,Emily Ward,album,0,1,0,4,2,4,Exp4_P962,0
7151,full,1C,5.34,Jackie Turner,animals,0,1,0,2,3,3,Exp4_P962,0
7152,full,1C,1.28,James Green,science,1,0,0,4,4,3,Exp4_P962,0
7153,full,1C,4.39,Jessie Brooks,sports,0,1,0,3,4,5,Exp4_P962,0
7154,full,1C,3.87,Reese King,politics,1,0,0,2,3,3,Exp4_P962,0
7155,full,1C,6.24,Ashley Cook,book,0,1,0,1,1,1,Exp4_P969,0
7156,full,1C,2.61,Emerson Moore,meals,0,1,0,1,1,2,Exp4_P969,0
7157,full,1C,6.82,Emily Ward,album,0,1,0,3,1,3,Exp4_P969,0
7158,full,1C,5.34,Jackie Turner,animals,0,1,0,1,1,1,Exp4_P969,0
7159,full,1C,1.28,James Green,science,0,1,0,4,2,4,Exp4_P969,0
7160,full,1C,4.39,Jessie Brooks,sports,1,0,0,2,1,3,Exp4_P969,0
7161,full,1C,3.87,Reese King,politics,1,0,0,1,1,1,Exp4_P969,0
7162,full,3C,6.24,Ashley Green,album,0,1,0,1,3,2,Exp4_P999,0
7163,full,3C,2.61,Emerson Baker,animals,1,0,0,1,2,2,Exp4_P999,0
7164,full,3C,6.82,Emily Brooks,politics,0,1,0,1,4,3,Exp4_P999,0
7165,full,3C,5.34,Jackie Walker,book,0,1,0,2,4,4,Exp4_P999,0
7166,full,3C,1.28,James White,sports,1,0,0,3,1,3,Exp4_P999,0
7167,full,3C,4.39,Jessie Turner,science,1,0,0,3,1,2,Exp4_P999,0
7168,full,3C,3.87,Reese Campbell,meals,1,0,0,3,4,1,Exp4_P999,0
7169,full,2B,5.22,Blair Young,animals,1,0,0,2,3,3,Exp4_P1000,1
7170,full,2B,1.24,Brian Wright,science,1,0,0,3,5,4,Exp4_P1000,1
7171,full,2B,5.86,Elisha Bell,book,1,0,0,3,2,4,Exp4_P1000,1
7172,full,2B,3.75,Quinn Brooks,politics,0,1,0,3,5,3,Exp4_P1000,1
7173,full,2B,6.78,Rebecca King,album,0,1,0,2,5,3,Exp4_P1000,1
7174,full,2B,4.34,Riley Campbell,sports,1,0,0,3,2,3,Exp4_P1000,1
7175,full,2B,2.41,Tommie Hill,meals,1,0,0,5,3,4,Exp4_P1000,1
7176,full,2A,2.12,Chris Collins,meals,1,0,0,1,1,1,Exp4_P949,1
7177,full,2A,5.59,Jodie Ward,animals,0,1,0,1,1,1,Exp4_P949,1
7178,full,2A,4.73,Kerry Moore,book,0,1,0,2,1,2,Exp4_P949,1
7179,full,2A,6.73,Mary Brown,politics,0,1,0,2,2,2,Exp4_P949,1
7180,full,2A,1.21,Matthew Turner,album,0,1,0,2,1,2,Exp4_P949,1
7181,full,2A,3.61,Stevie Cooper,science,1,0,0,2,1,1,Exp4_P949,1
7182,full,2A,4.22,Taylor Smith,sports,1,0,0,2,1,2,Exp4_P949,1
7183,full,1A,2.12,Chris Miller,science,1,0,0,4,3,3,Exp4_P926,1
7184,full,1A,5.59,Jodie Parker,book,1,0,0,3,3,4,Exp4_P926,1
7185,full,1A,4.73,Kerry Baker,album,1,0,0,3,4,4,Exp4_P926,1
7186,full,1A,6.73,Mary Cooper,sports,1,0,0,3,3,4,Exp4_P926,1
7187,full,1A,1.21,Matthew Smith,animals,1,0,0,3,3,4,Exp4_P926,1
7188,full,1A,3.61,Stevie White,politics,1,0,0,3,3,3,Exp4_P926,1
7189,full,1A,4.22,Taylor Wright,meals,1,0,0,3,4,3,Exp4_P926,1
7190,full,1A,2.12,Chris Miller,science,0,0,1,2,2,2,Exp4_P1245,0
7191,full,1A,5.59,Jodie Parker,book,0,0,1,2,1,1,Exp4_P1245,0
7192,full,1A,4.73,Kerry Baker,album,0,0,1,1,1,1,Exp4_P1245,0
7193,full,1A,6.73,Mary Cooper,sports,0,0,1,1,1,1,Exp4_P1245,0
7194,full,1A,1.21,Matthew Smith,animals,0,0,1,1,2,2,Exp4_P1245,0
7195,full,1A,3.61,Stevie White,politics,0,0,1,1,1,1,Exp4_P1245,0
7196,full,1A,4.22,Taylor Wright,meals,0,0,1,2,2,2,Exp4_P1245,0
7197,full,3C,6.24,Ashley Green,album,0,1,0,2,1,2,Exp4_P901,0
7198,full,3C,2.61,Emerson Baker,animals,1,0,0,1,1,2,Exp4_P901,0
7199,full,3C,6.82,Emily Brooks,politics,0,1,0,2,1,2,Exp4_P901,0
7200,full,3C,5.34,Jackie Walker,book,0,1,0,2,3,3,Exp4_P901,0
7201,full,3C,1.28,James White,sports,1,0,0,2,1,2,Exp4_P901,0
7202,full,3C,4.39,Jessie Turner,science,0,1,0,2,2,2,Exp4_P901,0
7203,full,3C,3.87,Reese Campbell,meals,0,1,0,1,2,1,Exp4_P901,0
7204,full,3B,5.22,Blair Hill,book,1,0,0,3,3,2,Exp4_P894,1
7205,full,3B,1.24,Brian King,animals,0,1,0,2,2,1,Exp4_P894,1
